tweet_id,user_name,text,latitude,longitude,sentiment
473708416288821248,J,"""#chase 2 things, #drinks &amp; #dreams"" cuz I #damn sure am tired of #chasing #females. Shit is a #tiring #effort",34.15172625,-118.44237404,-2.25
473708417048002560,Ki. ,I'm dead ,34.03330925,-118.35357693,-3.0
473708418058842114,                ,"@broneadams , hall naww . ",33.9265508,-118.2828235,0
473708418784432128,"",@AirRayyzzz http://t.co/x1ti5KYTMV,34.05062134,-117.94129775,0
473708419224858624,Gabriel Herrera,@_aaldooo love ya bro! Sorry for missing 5th period.,34.2252211,-118.540197,0.0
473708419614920705,red cups,Cherub,34.03913429,-118.38093362,0
473708421108101120,june17,Eres el sol que elumina todo mi existir,33.9644541,-118.1413415,0
473708421653331968,Joanne Mendoza ,Ghost,34.0464806,-118.2884645,-1.0
473708422009872385,Alexa,I need to go to sleep already,34.03912248,-118.21522607,0
473708422026629121,Josh The Rapper,Wtf is coming out Friday?? Niggas is going crazy,33.97512856,-118.32998794,-3.6666666666666665
473708422030835712,Just Jose,11:11 make a wish,33.81421309,-117.12806111,1.0
473708424903929856,Ceesirr,@Sariee__ Aha idk tbh I could be wrong :/,34.07489197,-117.39282843,-2.0
473708425554055169,rozay,@OhhTinaaa_ lmao ilyt,33.98394831,-117.32480954,4.0
473708430415245312,ntuvalu,In another life I would make you stay ,33.95360263,-118.39664072,0
473708432243957760,Queen ,"All these celebrity ladies hoes, but they rich lol y'all hoes and broke not that it make much of a difference.",33.6534258,-117.8435956,1.3333333333333333
473708432466640897,PrincessDaisyNicole,@iiiamenzo ,33.93925981,-118.20560304,0
473708434307551233,_xoxosr,Te amo y te odio por burlarte de mi estupiii,33.92736714,-118.03870401,0
473708435217739777,Nini,Ive been avoiding commitment thats why Im in this position,33.93692042,-118.18551541,2.0
473708435377123329,Joss.,Brooo.. http://t.co/Dk3L3w9ArV,33.84250601,-118.18209399,0
473708436278886400,Jorden Keith,i'm wild as fuk lately,34.08594902,-118.33153491,0
473708436018839552,J a z z y ,#MCM  http://t.co/00m2e4s9ml,34.32392716,-118.48267085,0
473708436945776640,THAT ONE BEAR ,I'm done fuck it not responding anymore,34.2383647,-118.2840599,-4.0
473708436798984192,Dani De Grandis,My #mcm every day.  #iloveyou http://t.co/rFePv9tUaz,34.14421215,-118.37341606,0
473708438149550081,RobertIsMyWorld,I want a truck not a small car... Lol,33.8681026,-118.0810344,2.0
473708440007630849, ,I'd like to think its cause my ass is so big that my spine has difficulties holding it up,34.11213781,-117.59767708,-0.3333333333333333
473708441035231232,Jessica_,Lorenzo hates me,33.9979784,-117.967866,-3.0
473708441177833472,analisa , MY LOVE! your hair is D1 and your soccer skills are very impressive,34.14668002,-117.66304172,3.0
473708441828347904,Daniel Ayala ,@Rept_Cayejeros lmaooo you a fool lol,34.0769578,-117.9932995,0.5
473708443442749442,ashley ramirez,@Vero_the_Veggie awwwwww he's so cute!!,33.95245114,-118.35548419,2.0
473708445363752960,Pastor Proof ,Bumping logic in preparation for Wednesday ,33.71900005,-117.99185691,0
473708449188966401,Cristina Rashad,Really wanna watch Godzilla and see Alex do work on that big screen ,33.9913628,-117.5383557,1.0
473708449277042689,Jr.,Let her be a hoe. Why u mad tho?,34.204577,-118.5014423,-3.0
473708449792937984,EL TRAPITAN,Fuck it I keep it firme,33.95953341,-117.41185527,-4.0
473708452288532480,NINER 9,Hmmm ,33.89996289,-118.0675812,0
473708453043503104, ,@ElisaKelso03 but I already have you?,34.11459277,-117.49612248,0
473708455186804736,Trent Schlom,Four chances for the Big West to get to a Super and it comes in the last game in the most unlikely situation. Gotta love college baseball!,33.79520769,-117.78208853,2.25
473708455929204736,Ceesirr,@gayyy_lord oh faf,34.0745742,-117.39312038,0
473708456348631040,John,@geenoemi_32 Mmm maybe ,33.99086447,-118.05093985,0
473708456516395009,ATHLETE,@Elite_Receiver chill out,33.93097824,-117.209681,0
473708456990351360,Bella Ramirez,Movies w/ @fernando_cacho @Kellyylorrainee @chriss_leoo ,33.84799983,-117.54352072,0
473708457619496960,Angel Landeros.,@ASoulLikeReggie @Ron_Tortorello @AshleyDelAlto @taylorilianah11 why dont I have any of these pictures!!:(((,33.94980034,-118.19143953,0
473708461226598400,b,11:11 make a wish ,34.07582021,-117.62238337,1.0
473708460505579521,Arvin ,Of course theres nothing to eat at home,34.16300613,-118.26035022,0
473708462552014848,Mario,@alexiss_flores you better deposit my ass back inside you,34.19239593,-118.44697673,-1.0
473708463499902976,nessaj,If only someone was kind enough to be my friend rn and go get wingstop with me,33.77830418,-118.18062399,2.0
473708465760645120,YourFriendDillon,63- I would change that your a shitty snapper,33.90903894,-117.5863095,-3.0
473708466033274880,Jose Platero,This past 2 weeks haven't been been the best in my life,34.0868145,-117.247263,3.0
473708466259755008,Vannesa,*lives ,34.25730278,-118.2976449,0
473708466461106177,z . g,"I really wish I didn't have to have my Instagram private... I wish you could see how much fun I have with my man, and how you can't be me",34.04159447,-118.03223982,2.0
473708467929509888,"",@swagxqueen go die,34.19822441,-118.45293685,-3.0
473708469082546176,marisela,@adreenana be strong adri ,33.70068977,-117.88074522,2.0
473708469850079233,Jonathan,"@Ducksfan31 noo I haven't I went this past weekend but I was so hungry I just ordered my usual, I really need to get on that",34.08721827,-118.13606296,0
473708469996892160,no_pasa_nada,Wish I Could Move To AZ,34.0767641,-117.7131503,1.0
473708470978359296,Anjeli Jana,#newfollower @junksista Junksista,33.9739272,-118.45381871,0
473708472454742016,"Acosta,Monie ",Si los problemas fueran Dinero yo fuera super mega millonaria,33.9229544,-118.203564,3.0
473708473579212800,SP,"We made it  (@ The Satellite for French Style Furs, Spencer Moody, Dan Micicoff + more) https://t.co/lsozKXXRlq",34.08984655,-118.26825947,-1.0
473708474321231874,L,From tupac to this ,33.97969357,-117.97474911,0
473708474732273664,CoolassMike Bowers,"Maybe it's the sun causing the earth to get hotter. No idiots, it humans! #GlobalWarming broken down http://t.co/p0JJoF3g1z",34.2636813,-118.49412209,-1.0
473708476951429120,Lady Di,"Todas las zorritas que mandan putifotos en Twitter tienen un iPhone, el cuarto desordenado y cobertor rosado en la cama. Las viera su mam!",34.17360356,-118.35190894,0
473708478473580544,~Meagen Sais~,Its okay though someone else is gonna come along and take me seriously.,34.0736821,-117.3513321,0
473708479123709953,Karen Williams,@WWERollins Ur dum ass will soon find out that Trips and Randy are the two worst people in the world to trust ur day is coming,34.1867683,-118.3921492,-2.0
473708480646234113,AG,For the better tho ,34.18380921,-118.65284407,2.0
473708482160373760,Jeffrey ,Yo,34.072496,-117.9747954,0
473708483208941568,Sara,Im still pissed off about growing up.,33.98520071,-118.44516601,-1.5
473708485386186753,                ,11:11 A better future ,33.9265688,-118.2828343,2.0
473708487281606656,Daniel Lee,I'm happy that the Luigi stare has become a thing cause it freaked me out the other day.Then I laughed my ass off watching it in slow motion,33.78384976,-118.00135228,0.0
473708487478738944,"",@JaayRose_ ,33.92751086,-118.19042528,0
473708488565084161,Noelle Bonus,Road to #EDC hike climbing rocks &amp; thangs to get rid of my jigglies! Back at it again tomorrow! High5 http://t.co/IHtRvwgLnv,33.90393541,-118.20730794,0
473708488611217408,Daddy,If i wanna be a damn weirdo then let me be a damn weirdo ...,33.88434193,-117.22967751,-4.0
473708490767093760,Miles Vincent,Black bags under my eyes,33.86145729,-118.3617852,0
473708491794690048,Kimberlyyy(:,@__crews haha I just proved my point no te enojes,33.94730095,-117.46788092,1.0
473708491840831490,MermaidLion,Hopefully I'll dream of a different life ,33.88044555,-118.35140153,0.3333333333333333
473708491673042944,Luiza ,Tumblr is pissing me off,34.19453587,-118.40630832,-3.0
473708492293820416,Jenny Guan,I love opening packages to cute little things... I mean no matter what it is and from who it's cute because it's the thought that counts.,34.06620698,-118.24567193,1.4
473708492528693251,Pauline Miliotis,I kick back and relax most nights with some Dick Van Dyke and an ice cream sandwich. Anyone know any decent old folks homes?,34.056463,-118.26303176,-4.0
473708492847464448,"",People with two legs have more legs than people with no legs.,33.94221678,-117.43735143,-1.0
473708494625853442,emma,Reggae speaks to me ,33.58090583,-117.23497149,0
473708496177737728,Nathan,You ain't shit anyway bitch,33.77455269,-118.19295065,-4.5
473708496538464256,Ki. ,She was all in for the food ,34.03332476,-118.35342111,0
473708497620594689,Emilia,I wish you werent playing,34.27305,-118.4409222,1.0
473708498191003648,Mr.Golden West,I'll never give up on us.,33.94573261,-117.25884807,-2.0
473708498773999616,$$$,- you're really cool &amp; super serious in your pictures but i guess thats just you ahahaha,33.83889168,-117.20185599,2.0
473708502888615938,GUCCI GUWOP,"If you fuck with deep house, well I fuck with you tooooo",34.15742981,-118.41651153,-4.0
473708503245144064, Ramirez,11:11 @KILLVXCAM #heatingup,33.8587703,-117.5664368,0
473708504805433344,megara. ,I just realized that I super lost the other car key and my colts lanyard :(,34.1237257,-117.307988,0.0
473708505119981568,Melrose Action,"Incident on 1300 Blk of Curson at Fountain - Airships, Media.. Person apparently shot at apt complex - LAPD Hollywood searching for Susp.",34.08499072,-118.35302347,0
473708508416733184,aryana,"alonzos mom asked about me, I feel pretty damn accomplished rn bc i thought she didn't like me lol",34.02860746,-117.63847302,0.8
473708508785831936,Arman,@TheRock why you wearing lipstick in pain and gain man  wtf,34.1800646,-118.4360831,-1.3333333333333333
473708508953591808,Man on a Mission,when she shows off the booty&gt;&gt;&gt;,33.78160355,-118.14725184,0
473708509087809536,Benji,"",34.04995718,-118.02888681,0
473708509456908288,helen,How do some people go to sleep before 10,33.67416603,-117.9558288,0
473708510178316288,Kevin M. Richardson,@snlfanguy   Thank you Michaelws,34.02961321,-118.4199483,2.0
473708510887174145,Diane,"If a guy is attractive and he's straight edge with his shit together,it automatically makes him 10x more attractive.",33.73617188,-117.91710196,-1.5
473708510828433408,Gisselle Genao,@LovVintageVogue it's just too much!!!,33.91157493,-117.50016759,0
473708511273037824,Marcy Arias,I'm so used to sharing a room with my dad I hope I'm not too scared to sleep alone LOL,34.14062624,-118.22038087,0.25
473708511562432514,Nickle Mcgigle,Vaughn is talking some non sense ,33.83610084,-118.21573898,0
473708512611418112,bad luck chuck,least I learned how to chase the right way ,34.22241701,-118.60158487,0
473708514695585792,Michelle Lukes,Blissful catch up with my girl @ItsMilaunaJemai today! Love you girlie  #strikebackgirls #richmond #martinez #lalife,34.10324831,-118.30608951,3.0
473708514754310145,ari , #this is #tru #luv  http://t.co/SLA90Uu1Ox,33.68344366,-117.98849639,0
473708515429580800,Chaarrlleess,11:11   Have more friends that will actually text back.,34.0836287,-117.5988851,0
473708516809506816,Luiza ,@peterk_912 hi,34.19456412,-118.40625996,0
473708517484797952,C A L I F O R N I A ,If i see that nigga ima fight him tbh,34.1259903,-117.333571,-1.0
473708516167782400,Carlos Romero,@Awniilanae Jackie? Haha I know he apologized like a month later for doing  that ,33.74994494,-118.29506541,1.3333333333333333
473708519611330560,elis(ushi)iana,guess who's your upcoming frosh basketball stat,34.12356261,-117.83156642,0
473708520676671488,justine,bottlepop,34.08827459,-118.26401713,0
473708521217732608, Lilliee,@hydroponic_464 shut up ,34.11572935,-118.18977777,0
473708522509586432,WECHO,@FASfootball: FIFA World Cup logos since 1930 http://t.co/9Aov3sWYq5 I wish I could have been at every final ,33.89320569,-118.07915089,1.0
473708523528794112,baw trin,"11:11    grow up, don't grown down. grow out ",33.99497943,-118.34660294,0
473708525714411520,Eric Landn,Beautiful place.  #griffithobservatory #losangeles #cityofangels @ Griffith Observatory http://t.co/i3Yx2h6sUd,34.11826118,-118.30061641,3.0
473708526204760064,Tgh ,"Summer nights,  the living is easy",33.63511485,-117.82215063,1.0
473708525655687168,John Sabino,#killed all the plates that were placed on our table. We had more but we ate all of it. #mayflower http://t.co/rtaFljpWVd,34.05956189,-118.23809188,-3.0
473708526489985024,Brahim ,@Senor_Lucas @SarahhMaclennan ,34.29779999,-118.51104775,0
473708529941897217,Mohammed,Put up the fucking problems bitch @moneymike818,34.1925357,-118.49888948,-3.6666666666666665
473708530957291520,Al Shmal,so content w life ,33.81477219,-118.26137579,0
473708533108592640,ms. steal yo boy,WE OUT HERE! http://t.co/9svmObRwLO,34.02629956,-118.37208946,0
473708535881031680,Robert,Ally ,34.1113332,-117.64583715,0
473708536619225088,"Zita, The Tweeter",Then you tweet about it.,33.8431898,-117.5417243,0
473708536493391872,The one,@theblvckcat !!!!,33.77607122,-118.19611741,0
473708536350769152,Angel Landeros.,@NLovee_ stop draking it! Lol,33.94980034,-118.19143953,1.0
473708538980610049,MANDO_STUNTIN,"Fav Rappers Yg, Migos, and Chief keef fuck You!",34.05803574,-118.02092342,-4.0
473708536812146688,Joe Nathan,My dream mustang  @Hungatheart http://t.co/o1d1cwSPD9,33.98235916,-118.29904765,1.0
473708540616404992,Jason,being this math homework so hard,33.86166011,-118.37919781,-1.0
473708541207781376,                ,11:11 A iPhone for my birthday ,33.9265688,-118.2828343,0
473708542369611776,l e a h,@tammybszulc TAMARA IM CRYING OMG ,33.75669462,-117.92948746,-2.0
473708542977781760,Matthew,Stupid Obama..were the fucking U.S. We don't negotiate with terrorists #Merica,33.96073722,-118.41824517,-3.0
473708544038928385,Jonathan Donato,XD,33.46498483,-117.11073474,0
473708544567431168,-,Make a wish #1111,34.12840831,-117.82972408,1.0
473708543347286017,Jesus Lua,@chelliaa_ who is goin with you,34.04735837,-118.24799554,0
473708544986857472,FeedYourHead,"Bruh, its so hot in here I'm laying naked on deez fine silk sheets.",33.9531348,-117.2331725,2.0
473708545410478082,Shavonna Monae,And she worried if he gone leave her ! Smh,34.18695477,-117.34441699,-2.0
473708545465004032,Yossie,Yohaly sucks,33.83447425,-117.9055839,-3.0
473708545502748672,Joanne Mendoza ,Two can play the game,34.0464806,-118.2884645,0
473708549940740096,CAPITAL $TEEZE.,DOUBLE UP ON THE BLOW BITCH.!,34.14895311,-117.44151157,-5.0
473708550598823936,Janice Llaury,i cannot waaaait for the fault in our stars like friday please come faster omgg,33.78981635,-117.9505079,1.5
473708550678536193,Kimberlyyy(:,@Milton_ide @__crews lol ,33.94730095,-117.46788092,3.0
473708551240556544,Jinxy Cat,"""@IX__XXV: I used to talk to myself when I was small""you're still small...",34.0200598,-118.202345,0
473708551513190400,Amanda Vidal, = you,33.77550367,-118.16419353,0
473708553111216128,z . g,Okay I'm done being stupid. lol,34.04154018,-118.03238698,0.5
473708553299968000,Xochitl,@jellicuh24 uhhh I'm going to miss you ,33.82905459,-118.2437714,-2.0
473708553748770816,Clarissa Garcia , http://t.co/uAw1L2Qp7h,34.01676159,-118.08109912,0
473708554726027265,asael,No problem roller skates,33.887177,-118.19868028,-1.5
473708554759983104,Luiza ,@peterk_912 i made ur wish come true,34.19456412,-118.40625996,1.5
473708558622539776,THE POOL BOY,Thots so over used now,33.79659772,-118.11523936,0
473708558647701504,Jose Lopez,Tired of applying for all these jobs. Time to rest.,33.93488009,-118.21444395,-2.0
473708559255887872,J a z z y ,Back hurts so bad,34.32376876,-118.48262086,-2.5
473708559478181888,What the hail,@rayyycheel doubt it ,33.88352051,-117.85803632,-1.0
473708560337993728,jasminnee,@luu22_ LMMAAAOO http://t.co/5yzpB8iCoT,34.09890023,-118.0079259,0
473708560577478656,"",@JeremyThaBlack i would still destroy her.,33.87800805,-118.15785796,-3.0
473708561751494656,ashley ramirez,@Vero_the_Veggie hahaha idk why I totally see @ForeverEmmitt doing that,33.9524181,-118.3555564,3.0
473708562128965633,jaime$$,11:11,33.96022233,-118.399916,0
473708565157265408,Dani.,If you'd rather post a picture where you look good as opposed to one where you're having a good time you're probably really really lame,33.75910736,-118.14191451,1.3333333333333333
473708565530935296,Ryan Jacobi,@Trinidad_Austin you're never gonna get a real job with that thing in your face,33.60048101,-117.64809178,0
473708567338291200,Whitney Peach,@AdrianneCurry it's soooo long w commercials...hello ADD!,34.09880976,-118.34621234,0
473708569607430144,Hannah,11:11 I wish me and oomf all the best,34.0065752,-117.364253,2.0
473708570412716033,"",@valerieeochoa8 HELLO YES BITCH WE CANT LIVE WITHOUT EACH OTHER SO TEXT ME BACK I CANT BREATH WTF,33.93453073,-118.13856408,-2.6666666666666665
473708571012526081,YicKYeaK, face ass,34.15159169,-117.48269577,-4.0
473708571058638849,ilzaa,Lowkey I've been wearing my ears around the house these past few days ,34.18684338,-118.51971662,0
473708571159703552,Marcos Mora,11:11,34.02108102,-117.67810416,0
473708572216279040,Ryan Young,@Ryanfromlax2jfk Bose I'm blocking your gay ass,33.87860477,-118.33772741,-2.5
473708572342116352,Ana,And in a couple of weeks my other aunt is due ,34.22865638,-118.42460669,0
473708572220477440,SweetPea Beardie,@neale_yoshi @kevinthewhippet @TinyPearlCat Happy snoozzzzzing to you :),34.0632491,-118.3900086,3.0
473708573545857024,$AVAGE,@arijmgregory sorry I had to,33.9293996,-118.1249258,-1.0
473708576024702976,Tgh ,Besides work at 7,33.63511485,-117.82215063,0
473708577081679872,ginger,@angelicaademesa miss thang congrats &lt;3 now quit making us feel old.,34.2140468,-118.6062642,0.0
473708578113478656,Jay Martz,@_barajasviara me and yo grandma could twin too we dah squad ,33.82693099,-118.04931343,0
473708578205757440,june17,"Eres un sueno perfecto, todo lo encuentro en ti",33.9644688,-118.1413672,0
473708579027824642,fcku,Happy birthday to my boy @Jasonntrejos   Hope you had a good day bruh ,34.2109876,-118.3652637,2.6666666666666665
473708580470665217,POPO!!,Just hit me tht I am now a junior  two more years!!,34.18259959,-118.29271584,0
473708581284364288,CassidyDaGREASTEST,@SioTiatia I did the niggas said get off,33.94277951,-118.40437735,-5.0
473708581032710145, Blunted Bibi ,"Fuuuuuck It , Do It Yah Girl Hella Bored  http://t.co/vqhfYBhDUs",33.88499736,-118.08401275,-2.0
473708582274220032,stupid,@InspireNaima @Le3yum wtf Sara,34.17983075,-118.43231258,-4.0
473708582660083712,z . g,"",34.04158814,-118.03223412,0
473708582509481985,maria ,"Never the first to fall asleep, yet always the first to wake up &amp; still go to school late. I make no type of sense I swear",33.9525128,-118.2860837,-1.5
473708583910010880,Gisselle Gomez,I didn't find that funny,33.95063125,-118.12795605,4.0
473708584094531585,Ali Adam,just planned my last qtr at UCLA  #no,34.06780036,-118.43887302,-1.0
473708584404930560,-,Pink Floyd- Wish you were here,34.01581854,-118.0681188,1.0
473708586422394880,ASHLEY LOPEZ,"Got an early birthday gift today. I adore you, Audrey. #hollygolightly",33.72582634,-118.03166525,2.5
473708588481789952,Bitch_please,You flirt to see if you got it nigga go head to your thing (; I was faking it ,34.07957212,-117.70857833,-3.0
473708588607610880,cristina,i ship me and grant tbh oops,34.16264971,-118.46596637,1.0
